,id,f16_Rating,f16_Crossing,f16_Finishing,f16_Heading,f16_Short_Pass,f16_Volleys,f16_Dribbling,f16_Curve,f16_Freekick_Accuracy,f16_Long_Pass,f16_Ball_Control,f16_Acceleration,f16_Speed,f16_Agility,f16_Reactions,f16_Balance,f16_Shot_Power,f16_Jumping,f16_Stamina,f16_Strength,f16_Long_shots,f16_Aggression,f16_Interceptions,f16_Attacking_Position,f16_Vision,f16_penalties,f16_Marking,f16_Standing_Tackle,f16_Sliding_Tackle,f16_GK_Diving,f16_GK_Handling,f16_GK_Kicking,f16_GK_Positioning,f16_GK_Reflexes,f16_Height,f16_Weight,f16_Age,f16_Att_WR,f16_Def_WR,f17_Rating,f17_Height,f17_Weight,f17_Age,f17_Weak_foot,f17_Skill_Moves,f17_Ball_Control,f17_Dribbling,f17_Marking,f17_Sliding_Tackle,f17_Standing_Tackle,f17_Aggression,f17_Reactions,f17_Attacking_Position,f17_Interceptions,f17_Vision,f17_Composure,f17_Crossing,f17_Short_Pass,f17_Long_Pass,f17_Acceleration,f17_Speed,f17_Stamina,f17_Strength,f17_Balance,f17_Agility,f17_Jumping,f17_Heading,f17_Shot_Power,f17_Finishing,f17_Long_Shots,f17_Curve,f17_Freekick_Accuracy,f17_Penalties,f17_Volleys,f17_GK_Positioning,f17_GK_Diving,f17_GK_Kicking,f17_GK_Handling,f17_GK_Reflexes,f17_Att_WR,f17_Def_WR,pac,sho,pas,dri,def,phy
287,179613,75,73,71,61,74,72,78,76,84,72,75,86,85,74,67,68,87,60,70,83,80,67,40,72,73,70,37,42,35,13,16,13,7,9,182,198,27,high,medium,72,184,198,28,3,3,73,76,37,35,33,75,67,72,40,69,69,75,67,63,77,79,64,84,68,74,60,61,79,66,75,74,73,70,68,7,13,13,16,9,high,medium,74,71,69,74,39,76
288,200765,75,45,51,67,75,41,71,52,57,69,78,71,75,78,72,75,55,82,69,74,48,83,77,46,65,48,74,77,81,14,7,13,7,12,177,172,23,medium,high,76,177,172,24,3,2,78,71,74,81,77,84,72,46,77,65,76,45,75,69,68,75,69,74,75,78,82,67,55,51,48,52,57,48,41,7,14,13,7,12,medium,high,68,50,64,74,76,76
289,201508,78,74,74,57,78,74,82,80,75,73,82,77,71,81,74,66,77,70,69,59,78,57,32,76,79,73,33,48,44,14,15,7,7,8,182,172,24,medium,medium,79,183,170,26,3,4,82,81,33,42,48,63,73,75,32,78,77,74,80,73,76,72,69,59,68,83,70,57,77,76,78,81,77,73,74,7,14,7,15,8,medium,medium,71,75,76,80,39,62
290,152554,80,79,34,70,64,59,71,64,38,69,78,82,85,77,72,75,52,70,82,66,43,55,77,66,59,45,80,82,86,10,11,9,11,6,175,143,30,high,medium,79,176,143,31,4,2,76,71,76,79,81,55,72,66,76,59,73,75,64,69,80,83,82,66,75,77,70,70,52,34,43,64,38,45,59,11,10,9,11,6,medium,medium,79,43,65,73,75,68
291,183427,77,69,63,53,80,59,84,72,48,76,79,79,77,89,72,86,80,72,89,64,73,82,75,71,72,65,63,73,71,10,9,14,11,6,175,132,25,high,high,78,174,132,27,3,3,79,83,63,71,73,82,72,71,75,72,76,69,80,76,79,77,89,64,86,89,72,53,80,63,73,72,48,65,59,11,10,14,9,6,high,high,74,69,73,82,68,75
292,136113,73,17,19,73,56,23,56,14,18,44,62,48,55,31,67,52,52,74,73,91,35,72,70,39,51,17,75,75,70,14,10,6,7,8,185,205,31,medium,medium,77,185,205,33,3,2,62,56,77,76,78,79,76,39,78,49,62,17,56,44,46,54,73,91,52,31,76,75,52,19,35,14,18,17,23,7,14,6,10,8,medium,medium,37,30,41,57,77,82
293,172203,76,19,13,13,27,19,20,10,19,19,33,32,35,32,67,42,36,59,29,75,12,43,22,13,14,22,13,13,12,74,77,74,76,82,200,198,27,medium,medium,78,201,205,29,5,1,33,20,13,12,13,43,70,13,22,44,34,19,27,19,32,35,29,80,42,32,59,13,36,13,12,10,19,22,19,78,74,69,80,83,medium,medium,74,78,69,80,34,76
294,192366,84,52,53,86,64,58,43,50,39,66,60,74,76,71,80,62,69,90,78,82,56,85,86,49,45,44,87,86,88,12,5,8,11,12,182,179,27,medium,medium,84,183,179,29,3,2,64,41,81,83,84,89,78,49,82,45,74,52,70,66,68,75,78,81,62,71,90,85,69,53,56,50,39,44,56,11,12,8,5,12,high,high,63,56,59,54,83,81
295,195859,76,62,79,71,69,66,78,45,36,61,77,89,83,79,74,82,70,81,80,72,67,52,39,79,68,68,33,24,27,10,13,12,16,6,177,161,23,high,high,77,178,161,24,3,3,77,78,33,27,24,60,74,79,39,68,70,62,69,61,89,84,81,73,82,79,81,71,74,77,67,57,36,68,66,16,10,12,13,6,high,high,82,74,64,77,35,71
296,206304,73,59,54,69,75,42,65,53,44,73,72,59,57,58,67,57,75,58,89,74,70,83,71,64,69,60,69,69,66,13,9,16,6,12,185,176,24,medium,medium,75,186,176,25,2,3,72,63,75,68,71,85,71,64,69,67,70,60,75,76,62,65,89,76,60,60,65,70,75,54,72,62,75,60,42,6,13,16,9,12,medium,medium,62,62,70,66,74,81
297,163761,77,25,35,78,65,33,43,26,25,55,65,68,68,68,75,56,49,78,73,84,34,68,77,42,56,33,77,81,79,7,9,10,15,10,187,196,30,medium,medium,77,188,196,32,3,2,65,43,77,77,79,68,75,42,79,56,71,25,59,55,68,68,73,84,56,62,80,78,49,35,34,26,25,33,33,15,7,10,9,10,medium,medium,64,38,48,54,77,76
298,189680,74,71,45,56,73,59,75,57,60,71,75,85,78,83,71,84,72,72,80,57,58,76,73,62,66,60,73,75,74,12,10,11,15,6,172,143,25,high,high,75,172,143,26,4,3,72,72,70,74,74,76,72,63,73,66,73,71,71,70,85,79,81,59,84,83,72,56,72,45,58,57,60,60,59,15,12,11,10,6,high,high,80,56,68,72,70,66
299,51257,76,59,77,83,79,80,66,57,50,63,78,52,53,56,78,29,75,34,70,71,71,71,23,80,75,76,31,26,20,13,14,7,10,14,200,185,34,medium,medium,75,201,185,36,3,3,77,62,31,20,26,70,78,80,23,74,78,59,76,63,47,49,70,74,29,56,34,83,75,75,70,57,50,74,80,10,13,7,14,14,medium,medium,33,75,68,66,32,69
300,173426,78,11,11,16,39,16,14,16,12,34,24,55,59,28,75,42,45,69,31,72,16,34,21,16,20,41,13,14,16,82,75,65,73,84,193,192,27,medium,medium,79,193,192,29,2,1,24,14,13,16,14,34,75,16,21,40,66,11,39,34,55,59,31,72,42,28,69,16,45,11,16,16,12,41,16,73,80,65,74,84,medium,medium,80,76,65,84,56,78
301,225719,67,32,70,54,61,60,68,62,53,57,66,86,85,77,62,70,70,58,62,69,63,50,17,68,63,64,13,22,12,8,7,7,11,15,187,170,18,high,medium,76,187,170,20,3,3,76,74,15,12,22,56,70,79,17,65,73,48,67,58,89,85,65,74,70,79,58,60,76,79,66,67,53,74,69,11,8,7,7,15,high,medium,84,75,60,74,22,68
302,54051,76,74,69,34,73,71,83,61,28,72,77,83,79,82,73,87,68,71,69,73,55,36,39,72,74,63,30,37,46,15,11,8,10,15,170,170,30,high,high,76,170,170,32,2,4,77,83,30,46,37,36,73,72,39,74,69,74,73,72,71,74,69,73,87,82,71,34,68,69,55,61,28,63,71,10,15,8,11,15,medium,medium,72,66,70,81,36,61
303,169216,75,70,75,75,62,70,72,54,37,49,75,84,84,74,77,75,76,93,84,79,67,79,42,77,63,78,36,27,24,11,13,10,11,10,180,179,28,high,high,77,178,154,30,2,3,77,73,36,24,27,79,77,77,42,63,74,70,62,49,84,84,84,79,75,74,93,75,76,75,67,54,37,78,70,11,11,10,13,10,high,high,83,72,60,74,37,80
304,48940,85,19,12,19,35,17,12,13,19,33,22,45,52,49,86,34,21,51,32,65,11,17,23,13,17,23,11,13,12,83,84,73,83,84,195,198,33,medium,medium,88,196,198,34,3,1,22,12,11,12,13,17,86,13,23,53,70,19,35,33,42,50,32,65,34,49,51,19,21,12,11,13,19,23,17,85,83,77,90,85,medium,medium,82,87,76,81,42,83
305,196932,70,39,69,75,65,61,65,45,41,51,69,78,69,58,66,38,75,75,65,79,51,46,36,73,56,61,17,21,19,16,13,8,15,11,193,190,22,medium,medium,69,191,163,24,3,3,63,62,17,19,21,46,65,71,36,52,66,39,63,51,69,69,65,80,32,53,75,73,75,67,50,45,41,61,59,15,16,8,13,11,medium,medium,66,69,58,65,28,69
306,187942,73,37,76,84,61,67,65,50,60,50,70,68,76,60,64,50,76,81,74,84,68,66,36,74,42,66,16,39,23,6,13,14,8,7,193,190,26,high,medium,74,193,190,28,3,2,70,65,16,23,39,66,64,74,36,42,46,37,61,50,68,76,74,90,50,57,81,84,76,75,68,50,60,66,67,8,6,14,13,7,medium,medium,67,71,50,65,34,81
307,53914,81,55,30,79,71,44,49,55,31,66,62,66,68,51,74,64,69,90,78,83,54,79,85,51,39,68,82,85,83,32,33,38,32,34,182,183,33,medium,high,80,183,183,34,3,2,62,49,81,81,84,79,74,51,81,39,78,55,71,66,60,64,74,83,64,51,83,79,69,30,54,55,31,68,44,32,32,38,33,34,medium,high,50,46,58,55,82,78
308,211381,78,70,71,35,77,70,85,71,72,66,83,86,86,91,72,89,72,34,70,40,66,47,19,76,78,69,44,40,32,9,16,10,14,7,170,132,22,high,low,80,170,132,23,4,5,86,88,44,32,40,47,72,76,19,73,71,70,76,66,86,85,70,40,85,90,34,35,73,75,69,71,72,69,70,14,9,10,16,7,high,low,82,71,73,86,36,43
309,216321,61,52,57,50,61,52,64,61,66,58,67,69,68,68,56,63,63,59,51,62,54,61,27,54,59,60,33,44,38,9,13,13,15,13,185,181,20,high,high,66,185,181,22,3,3,71,68,33,38,44,61,60,54,27,63,60,52,68,59,70,69,53,62,63,71,59,50,63,59,56,61,66,60,55,15,9,13,13,13,high,high,65,57,61,67,37,60
310,217699,78,46,76,90,69,79,68,65,47,49,71,69,75,65,79,57,83,87,88,85,66,84,45,86,70,73,25,37,19,10,9,6,15,11,187,185,27,high,high,82,188,174,28,3,2,76,74,34,24,48,88,84,86,54,72,79,58,73,59,69,76,91,85,57,66,87,92,78,81,72,73,47,72,79,15,10,6,9,11,high,high,69,77,67,72,47,85
311,164468,83,28,56,86,65,47,58,48,27,61,64,69,77,67,84,51,63,82,68,79,66,78,86,45,56,53,84,87,88,5,12,9,5,12,193,190,29,medium,medium,83,193,190,31,3,2,63,58,83,84,85,78,84,45,83,56,77,28,65,61,69,66,68,78,51,62,82,86,63,56,66,48,27,53,47,5,5,9,12,12,medium,medium,63,58,52,61,84,78
312,180403,82,74,75,29,82,59,86,74,57,77,85,92,86,87,81,82,71,46,86,61,80,44,55,77,80,60,43,62,51,14,12,13,7,13,175,165,27,high,high,85,175,165,28,4,4,86,87,43,51,62,44,81,78,55,83,74,75,82,77,92,86,86,61,82,87,46,29,71,75,80,80,85,60,59,7,14,13,12,13,high,high,88,76,81,86,49,64
313,186672,77,62,52,73,77,49,73,60,60,64,70,78,69,76,71,53,63,77,77,75,54,78,80,57,73,63,77,81,76,7,16,6,10,14,190,185,30,medium,medium,77,191,185,31,3,2,70,67,77,77,81,77,71,62,78,73,80,60,73,66,68,69,77,75,53,76,77,73,65,54,59,60,60,63,56,10,7,6,16,14,medium,medium,63,56,67,68,78,77
314,204519,69,51,45,65,62,44,62,56,45,56,61,72,74,70,71,60,61,85,77,72,64,71,69,53,59,51,74,77,74,13,14,14,14,12,182,159,26,medium,medium,70,185,170,27,3,2,61,62,68,69,72,71,71,53,69,59,71,70,62,60,72,74,77,72,60,70,85,65,61,45,60,60,45,51,44,14,13,14,14,12,medium,medium,71,52,63,63,69,75
315,169706,77,57,54,69,80,60,73,39,24,78,77,64,60,63,77,71,57,68,81,72,45,70,79,65,74,47,71,78,76,13,11,16,6,6,185,152,26,medium,high,78,185,152,27,4,2,77,73,71,76,78,70,77,65,80,74,80,57,80,78,64,55,83,72,71,63,72,71,57,54,50,39,24,47,60,6,13,16,11,6,medium,high,59,62,75,74,76,79
316,176635,87,80,74,54,87,77,86,84,79,80,90,77,68,84,87,70,70,52,64,56,75,54,24,83,92,76,22,16,19,6,14,10,6,14,182,168,26,medium,low,89,180,168,28,2,4,90,86,22,19,16,48,87,84,24,93,73,82,89,84,77,68,68,56,70,84,52,54,70,75,76,84,79,67,77,6,6,10,14,14,medium,low,71,74,87,86,24,58
317,192129,72,11,13,13,41,11,14,20,11,26,24,55,52,58,70,46,19,83,33,74,12,24,23,15,14,13,13,13,15,73,66,66,74,78,190,187,26,medium,medium,73,190,187,27,2,1,24,14,13,15,13,24,70,15,23,30,18,11,41,26,55,52,33,74,46,58,83,13,19,13,12,20,11,13,11,74,73,66,66,78,medium,medium,73,66,66,78,53,74
318,208333,75,73,55,70,78,61,75,66,61,75,75,68,77,75,73,59,78,65,78,83,70,76,76,70,74,60,71,75,73,14,8,8,13,11,187,181,21,medium,medium,79,184,181,23,4,3,80,76,78,78,80,83,77,73,77,76,74,70,79,78,72,77,86,84,72,75,76,70,78,60,70,68,65,60,61,13,14,8,8,11,medium,high,71,67,77,77,78,84
319,220633,68,58,65,31,54,50,78,59,42,56,75,91,88,90,58,82,67,55,71,50,63,33,23,57,57,58,21,22,20,6,11,11,13,10,177,146,19,medium,medium,72,179,146,20,2,3,76,80,21,20,23,33,64,65,23,57,64,62,65,56,91,88,71,54,82,90,55,31,70,66,64,60,42,58,50,13,6,11,11,10,medium,medium,90,66,64,80,23,55
320,183916,72,73,70,71,75,69,73,75,73,69,75,77,78,78,63,77,83,70,64,65,78,80,73,68,67,63,67,69,70,13,9,7,15,7,172,152,26,high,medium,75,173,152,28,3,3,75,75,71,70,72,77,68,70,73,67,73,78,77,75,77,78,80,69,77,78,70,71,83,68,74,75,73,63,69,15,13,7,9,7,high,high,71,68,74,75,72,73
321,155355,73,70,62,71,73,66,75,71,65,66,73,77,76,76,74,78,65,70,80,57,62,62,56,70,74,63,42,52,43,6,7,7,8,7,180,152,27,medium,medium,73,180,152,28,3,4,73,74,42,43,52,56,74,70,56,74,71,69,73,66,76,75,81,53,78,76,70,62,65,61,62,72,65,63,66,8,6,7,7,7,high,high,72,63,71,72,50,61
322,204077,74,67,68,64,72,72,84,69,58,55,81,84,88,84,69,71,79,69,68,75,73,50,30,70,64,70,17,15,18,4,6,4,4,4,182,165,20,high,medium,78,184,165,22,4,4,82,84,16,20,24,50,70,82,30,68,68,67,72,57,85,92,75,73,69,85,69,64,84,70,74,68,66,70,72,4,4,4,6,4,high,medium,89,75,69,82,26,67
323,6826,79,80,56,74,83,65,64,78,78,81,73,32,51,52,78,63,77,70,79,77,71,80,82,58,74,72,79,80,80,7,13,9,7,12,182,174,34,medium,high,80,183,174,36,3,2,76,68,79,80,80,80,78,58,82,74,81,80,83,74,32,34,79,77,63,52,70,74,77,56,71,78,78,72,65,7,7,9,13,12,medium,high,32,65,79,68,78,76
324,172953,71,57,27,76,63,21,59,33,22,61,65,75,71,68,73,76,47,80,75,77,34,58,65,53,58,44,76,76,79,6,15,8,13,10,177,179,28,medium,medium,72,178,179,30,3,2,65,59,76,79,76,58,73,53,65,58,64,57,63,61,75,71,75,77,76,68,80,76,47,27,34,33,22,44,21,13,6,8,15,10,medium,medium,68,34,57,63,75,72
325,192766,75,67,42,70,74,32,63,66,40,56,73,66,71,62,70,66,46,84,74,68,37,79,79,61,61,51,74,78,77,14,12,16,15,10,177,159,23,medium,medium,76,179,159,25,3,2,73,63,74,77,78,78,70,61,78,61,74,67,72,56,54,68,74,68,66,62,83,70,46,42,37,66,40,50,32,15,14,16,12,10,medium,medium,58,43,65,66,76,72
326,224021,62,54,63,44,67,44,69,52,50,57,59,82,78,66,53,67,56,42,47,62,56,40,28,58,50,66,24,33,32,12,10,6,10,16,177,141,18,medium,low,64,178,141,19,4,3,59,69,24,32,33,40,53,58,28,50,56,54,67,57,82,85,56,62,67,74,42,44,56,63,56,52,50,66,44,10,12,6,10,16,medium,low,84,59,60,70,30,56
327,178213,77,70,57,70,77,59,74,61,30,75,74,65,55,49,73,55,73,74,92,77,68,77,74,62,66,52,75,80,79,12,11,11,14,12,187,176,27,low,medium,78,190,192,28,3,2,74,74,75,79,80,77,78,68,74,66,77,70,79,75,65,55,92,77,55,49,74,70,73,64,68,61,30,52,61,14,12,11,11,12,medium,medium,58,70,70,73,74,76
328,177578,76,44,34,85,56,22,30,32,38,49,54,53,52,39,73,33,47,50,65,88,32,83,74,37,46,35,77,80,73,11,8,12,15,8,193,203,28,medium,medium,77,196,214,29,2,2,54,30,77,73,80,83,73,37,74,46,57,44,56,49,53,52,65,88,33,34,50,85,47,34,32,32,38,35,22,15,11,12,8,8,medium,medium,37,36,50,40,80,81
329,138436,71,72,72,73,69,67,72,64,56,57,73,67,68,76,74,68,73,76,91,84,69,81,61,73,69,72,61,56,44,8,14,7,10,6,182,174,32,high,high,75,183,174,33,3,3,73,72,61,44,56,81,74,75,61,69,74,75,72,61,67,68,91,84,68,76,76,74,73,75,69,64,56,72,67,10,8,7,14,6,high,high,63,73,70,72,59,82
330,193475,76,75,39,77,74,43,74,75,73,76,75,85,78,60,73,74,65,91,80,70,54,79,67,70,64,49,75,76,78,8,8,14,16,10,177,150,25,high,medium,76,178,150,26,2,2,72,74,73,79,74,79,73,73,67,64,65,77,72,70,83,79,75,73,74,78,89,74,65,43,54,75,69,49,43,16,8,14,8,10,high,medium,74,51,70,72,71,74
331,182945,79,73,75,66,74,70,83,68,74,64,81,89,88,85,79,69,73,68,72,55,71,55,51,74,70,75,38,40,35,11,12,8,10,12,175,152,27,medium,medium,77,175,152,29,3,4,78,82,38,35,40,55,76,74,51,70,77,73,74,64,87,86,71,58,69,85,68,66,73,73,71,68,74,75,70,10,11,8,12,12,medium,medium,85,73,71,80,44,60
332,189157,76,76,64,51,68,51,86,62,49,64,81,89,88,84,72,76,81,58,81,82,71,76,31,69,59,65,27,31,17,8,9,12,14,6,185,185,26,high,medium,78,185,185,27,4,5,83,87,27,17,34,76,74,69,31,63,69,75,71,67,89,89,80,82,76,84,60,51,81,64,71,62,49,65,51,14,8,12,9,6,high,high,87,68,68,84,31,78
333,201818,76,65,78,65,72,75,82,60,48,53,80,95,92,90,77,88,78,82,80,45,73,33,24,79,66,69,20,28,24,7,12,13,15,14,167,152,22,high,medium,76,176,143,24,3,4,76,78,20,24,28,33,79,77,24,66,72,65,67,52,95,92,91,45,85,88,80,64,78,78,73,60,48,69,75,15,7,13,12,14,high,high,93,75,62,78,28,57
334,213655,55,35,50,42,43,48,64,47,40,33,54,78,77,77,53,76,45,50,55,61,48,30,18,53,53,56,15,18,16,14,7,12,14,11,180,165,19,medium,medium,74,180,165,20,3,3,83,83,29,23,26,46,74,69,24,75,72,52,80,57,78,77,70,73,76,77,50,42,67,63,54,50,40,56,48,14,14,12,7,11,medium,medium,78,61,66,82,28,65
335,139062,78,12,11,22,33,13,12,23,11,48,30,49,54,59,75,55,23,70,44,76,14,46,22,15,38,16,15,11,12,80,72,69,81,82,185,176,34,medium,medium,78,186,176,35,3,1,30,12,15,12,11,30,75,7,22,38,56,12,33,48,49,54,44,76,55,39,70,22,23,11,14,23,11,16,13,78,80,70,75,80,medium,medium,80,76,73,81,46,78
336,165321,71,70,61,62,73,66,61,68,55,68,68,68,67,66,74,58,61,63,76,72,52,72,71,58,62,62,73,73,73,6,16,13,11,16,182,181,30,high,medium,72,184,181,31,5,3,68,66,72,73,72,72,74,58,73,64,61,70,69,68,67,69,77,72,58,66,66,62,61,61,52,69,55,62,66,11,6,13,16,16,high,medium,68,59,69,70,74,78
337,165788,73,51,74,83,66,72,68,54,56,63,70,62,61,56,75,57,76,73,68,87,62,74,33,77,59,67,27,48,45,13,8,8,16,11,185,176,29,high,medium,74,185,165,30,4,2,70,68,27,45,48,74,75,76,33,61,72,51,69,63,54,54,68,87,57,56,73,84,76,75,62,54,56,68,72,16,13,8,8,11,high,medium,49,72,62,69,42,79
338,186190,74,60,57,64,73,53,73,38,35,76,72,89,88,80,76,78,70,86,85,65,64,73,67,74,64,46,70,75,75,9,15,7,8,6,175,148,25,high,medium,75,175,148,26,2,3,71,74,67,75,76,73,76,74,67,64,65,62,73,74,89,88,85,65,78,77,86,64,70,61,64,38,61,46,53,8,9,7,15,6,high,low,86,63,67,74,70,72
339,184484,78,78,78,60,80,74,76,82,85,75,79,67,67,68,77,62,82,70,74,67,83,57,37,78,84,80,55,53,57,13,8,10,15,12,185,170,26,high,medium,82,186,170,27,3,3,82,78,55,57,58,57,77,80,37,84,80,82,83,77,67,69,83,67,62,72,70,60,82,81,83,86,88,80,75,15,13,10,8,12,high,medium,66,81,84,79,52,70
340,200841,74,74,41,60,69,60,68,60,52,64,68,72,82,62,70,66,72,66,77,74,41,71,69,67,62,49,77,78,78,12,15,15,11,12,185,170,23,high,high,73,185,170,25,2,2,68,68,74,74,75,71,70,67,69,62,62,73,69,64,68,78,78,74,68,62,64,60,72,41,41,60,52,49,60,11,12,15,15,12,high,high,70,50,66,67,72,73
341,230666,78,66,80,61,74,67,85,76,54,66,83,88,85,92,82,91,73,63,84,61,72,56,32,79,72,73,20,17,19,13,8,6,6,15,175,148,19,high,high,78,175,148,19,4,5,83,85,20,19,17,56,82,79,32,72,84,66,74,66,88,85,84,61,91,92,63,61,73,80,72,76,54,73,67,6,13,6,8,15,high,high,87,79,71,87,26,67
342,194138,76,59,77,65,66,68,70,48,39,51,69,91,91,72,74,76,80,70,79,79,65,61,24,79,67,74,20,13,17,11,16,11,9,14,180,172,25,high,medium,76,180,172,25,3,3,69,70,20,17,13,61,74,79,24,67,69,59,66,51,91,91,79,79,76,72,70,65,80,77,65,48,39,74,68,9,11,11,16,14,high,medium,89,76,62,72,29,78
343,200478,74,57,66,62,77,65,68,59,58,76,73,67,69,70,70,63,68,71,81,71,69,63,73,63,72,51,65,70,65,12,6,9,9,14,185,174,25,medium,medium,74,185,174,25,3,3,73,68,65,65,70,63,70,63,73,72,71,57,77,76,67,69,81,71,63,70,71,62,68,66,69,59,58,51,65,9,12,9,6,14,medium,medium,72,68,74,75,70,78
344,186385,74,56,60,45,75,40,69,67,66,72,72,70,71,70,71,72,70,59,80,64,71,82,75,55,73,66,63,75,72,14,9,10,12,10,175,165,28,medium,medium,74,175,165,28,3,2,72,69,63,72,75,82,71,55,75,73,76,56,75,72,70,71,80,64,72,70,59,45,70,60,71,67,66,66,40,12,14,10,9,10,medium,medium,68,63,72,70,68,72
345,213956,73,73,64,40,70,47,82,54,42,52,77,92,93,80,66,81,71,73,61,80,49,47,27,69,43,47,20,23,16,13,9,11,12,7,178,168,21,high,low,73,178,168,21,3,4,77,82,20,16,23,47,66,69,27,43,69,73,70,52,92,93,61,80,81,80,73,40,71,64,49,54,42,47,47,12,13,11,9,7,high,low,94,59,59,81,24,70
346,203263,73,39,30,73,65,27,53,29,46,64,56,43,56,38,56,59,52,70,72,88,29,75,70,46,45,40,72,76,71,14,16,9,14,9,188,174,24,high,medium,73,188,174,24,3,2,56,53,72,71,76,75,56,46,70,45,58,39,65,64,43,56,72,88,59,38,70,73,52,30,29,29,46,40,27,14,14,9,16,9,high,medium,46,37,56,61,77,82
347,200408,73,28,24,73,59,20,30,31,22,50,58,63,64,56,63,68,33,75,63,78,28,58,72,24,29,21,76,77,73,12,8,16,16,11,185,172,24,medium,medium,73,185,172,24,3,2,58,30,76,73,77,58,63,24,72,29,50,28,59,50,63,64,63,78,68,56,75,73,33,24,28,31,22,21,20,16,12,16,8,11,medium,medium,64,26,45,47,76,72
348,207807,72,70,67,25,68,43,76,70,67,52,71,89,91,92,62,92,60,61,73,47,69,65,35,67,67,56,53,43,37,15,14,15,7,10,163,137,23,high,medium,72,163,137,23,4,3,71,76,53,37,43,65,62,67,35,67,68,70,68,52,89,91,73,47,92,92,61,25,60,67,69,70,67,56,43,7,15,15,14,10,high,medium,88,64,68,76,42,55
349,202113,72,60,61,63,66,31,68,47,42,62,67,83,90,83,63,77,63,81,79,75,65,70,67,60,68,51,70,73,70,14,10,6,13,14,177,159,23,medium,medium,72,177,159,23,4,3,67,68,70,70,73,70,63,60,67,68,66,60,66,62,83,90,79,75,77,83,81,63,63,61,65,47,42,51,31,13,14,6,10,14,medium,medium,87,60,63,71,70,75
350,193910,72,68,59,47,78,59,76,67,67,75,73,68,67,78,64,74,67,33,72,57,66,61,57,71,71,66,52,53,54,10,7,12,13,16,185,157,25,high,medium,72,185,157,25,3,3,73,76,52,54,53,61,64,71,57,71,74,68,78,75,68,67,72,57,74,78,33,47,67,59,66,67,67,66,59,13,10,12,7,16,high,medium,66,63,73,76,54,61
351,188107,72,41,73,63,53,64,67,50,35,29,70,86,78,82,69,75,73,82,70,84,66,71,33,71,44,69,15,17,12,12,7,10,13,14,180,165,27,high,low,72,180,165,27,4,2,70,67,15,12,17,71,69,71,33,44,70,41,53,29,86,78,70,84,75,82,82,63,73,73,66,50,35,69,64,13,12,10,7,14,high,low,78,67,45,67,28,77
352,233601,71,66,60,59,77,61,74,59,63,62,75,79,77,73,55,66,62,51,62,56,65,54,33,71,70,65,43,44,46,12,13,15,12,10,183,159,19,high,high,71,183,159,19,4,4,75,74,43,46,44,54,55,71,33,70,72,66,77,62,79,77,62,56,66,73,51,59,62,60,65,59,63,65,61,12,12,15,13,10,high,high,75,62,71,77,43,65
353,232099,71,60,70,69,74,61,67,60,43,71,72,68,75,56,64,53,75,74,79,77,62,75,71,72,66,57,66,73,71,9,14,8,12,13,191,181,20,medium,medium,71,191,181,20,3,2,72,67,66,71,73,75,64,72,71,66,60,60,74,71,68,75,79,77,53,56,74,69,75,70,62,60,43,57,61,12,9,8,14,13,medium,medium,67,68,67,67,69,77
354,212419,71,70,35,63,65,30,69,45,37,59,65,78,78,73,67,54,41,64,79,80,30,73,70,57,54,32,68,71,70,7,10,13,7,15,196,170,24,medium,medium,71,196,170,24,3,2,65,69,68,70,71,73,67,57,70,54,55,70,65,59,78,78,79,80,54,73,64,63,41,35,30,45,37,32,30,7,7,13,10,15,medium,medium,74,36,61,66,69,77
355,208534,71,23,52,76,59,45,47,22,24,52,60,55,58,50,64,51,53,78,60,80,21,67,71,25,26,32,72,70,69,14,12,12,14,10,188,179,23,medium,medium,71,188,179,23,3,2,60,47,72,69,70,67,64,25,71,26,67,23,59,52,55,58,60,80,51,50,78,76,53,52,21,22,24,32,45,14,14,12,12,10,medium,medium,53,43,42,53,73,75
356,202695,71,29,21,72,62,17,58,27,57,60,65,67,68,62,61,63,33,72,68,75,23,65,69,18,33,34,70,75,71,14,8,12,9,7,191,179,24,medium,medium,71,191,179,24,4,2,65,58,70,71,75,65,61,18,69,33,67,29,62,60,67,68,68,75,63,62,72,72,33,21,23,27,57,34,17,9,14,12,8,7,medium,medium,64,43,61,64,75,79
357,163625,71,72,62,58,74,55,59,59,68,70,73,66,65,64,66,70,75,73,71,71,70,73,65,64,72,77,68,68,65,16,8,6,6,8,178,174,31,high,medium,71,178,174,31,3,2,73,59,68,65,68,73,66,64,65,72,71,72,74,70,66,65,71,71,70,64,73,58,75,62,70,59,68,77,55,6,16,6,8,8,high,medium,60,66,72,64,66,72
358,152690,71,10,10,13,34,19,10,10,11,12,23,33,43,44,66,36,22,59,29,59,12,12,15,10,32,18,16,14,18,71,69,73,74,69,193,198,38,medium,medium,71,193,198,38,3,1,23,10,16,18,14,12,66,10,15,32,21,10,34,12,33,43,29,59,36,44,59,13,22,10,12,10,11,18,19,74,71,73,69,69,medium,medium,67,65,62,63,34,69
359,224294,70,57,56,47,75,44,75,48,57,68,76,79,74,79,69,82,60,60,79,63,57,79,66,55,66,45,61,66,65,6,15,12,15,13,175,157,20,medium,medium,70,175,157,20,4,3,76,75,61,65,66,79,69,55,66,66,70,57,75,68,79,74,79,63,82,79,60,47,60,56,57,48,57,45,44,15,6,12,15,13,medium,medium,73,56,68,76,63,70
