id,player_fifa_api_id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
930,229026,525595,71.0,76.0,right,medium,medium,70.0,36.0,59.0,76.0,40.0,65.0,51.0,47.0,74.0,70.0,75.0,75.0,66.0,76.0,65.0,62.0,75.0,82.0,69.0,48.0,68.0,70.0,73.0,67.0,51.0,59.0,68.0,72.0,9.0,16.0,14.0,11.0,15.0
931,229026,525595,71.0,77.0,right,high,high,70.0,36.0,59.0,76.0,40.0,65.0,51.0,47.0,74.0,70.0,75.0,75.0,66.0,75.0,65.0,59.0,75.0,82.0,69.0,48.0,68.0,70.0,68.0,66.0,51.0,59.0,68.0,72.0,9.0,16.0,14.0,11.0,15.0
936,177974,24385,73.0,73.0,right,low,high,57.0,59.0,73.0,75.0,51.0,65.0,61.0,62.0,69.0,70.0,44.0,38.0,56.0,70.0,60.0,71.0,67.0,73.0,78.0,60.0,86.0,77.0,68.0,70.0,59.0,67.0,81.0,61.0,12.0,11.0,15.0,6.0,11.0
937,177974,24385,73.0,73.0,right,low,high,57.0,59.0,73.0,75.0,51.0,65.0,61.0,62.0,69.0,70.0,44.0,38.0,56.0,70.0,60.0,71.0,67.0,73.0,78.0,60.0,86.0,77.0,68.0,70.0,59.0,67.0,81.0,61.0,12.0,11.0,15.0,6.0,11.0
938,177974,24385,73.0,73.0,right,low,high,57.0,59.0,73.0,75.0,51.0,65.0,61.0,62.0,69.0,70.0,44.0,38.0,56.0,70.0,54.0,71.0,67.0,73.0,78.0,60.0,86.0,77.0,68.0,70.0,59.0,67.0,81.0,61.0,12.0,11.0,15.0,6.0,11.0
985,188484,105548,73.0,76.0,left,medium,low,47.0,71.0,73.0,67.0,74.0,71.0,73.0,58.0,42.0,73.0,86.0,86.0,84.0,74.0,63.0,73.0,74.0,70.0,70.0,66.0,59.0,24.0,74.0,57.0,81.0,19.0,29.0,21.0,14.0,6.0,8.0,6.0,9.0
986,188484,105548,73.0,76.0,left,medium,low,47.0,71.0,73.0,67.0,74.0,71.0,71.0,58.0,42.0,73.0,86.0,86.0,84.0,74.0,63.0,73.0,74.0,70.0,70.0,66.0,59.0,24.0,74.0,57.0,81.0,19.0,29.0,21.0,14.0,6.0,8.0,6.0,9.0
1009,208005,172875,69.0,71.0,right,medium,medium,68.0,70.0,67.0,60.0,54.0,69.0,65.0,40.0,51.0,65.0,66.0,76.0,68.0,67.0,61.0,75.0,80.0,75.0,75.0,74.0,66.0,12.0,67.0,60.0,69.0,14.0,17.0,20.0,7.0,9.0,8.0,13.0,8.0
1010,208005,172875,69.0,71.0,right,medium,medium,68.0,70.0,67.0,60.0,54.0,69.0,65.0,40.0,51.0,65.0,66.0,76.0,68.0,67.0,61.0,75.0,80.0,75.0,75.0,74.0,66.0,12.0,67.0,60.0,69.0,14.0,17.0,20.0,7.0,9.0,8.0,13.0,8.0
1011,208005,172875,69.0,71.0,right,medium,medium,68.0,70.0,67.0,60.0,54.0,69.0,65.0,40.0,51.0,65.0,66.0,76.0,68.0,67.0,61.0,75.0,80.0,75.0,75.0,74.0,66.0,12.0,67.0,60.0,69.0,14.0,17.0,20.0,7.0,9.0,8.0,13.0,8.0
1031,202153,240556,68.0,71.0,right,high,medium,63.0,50.0,66.0,66.0,42.0,66.0,40.0,41.0,59.0,64.0,70.0,69.0,69.0,66.0,60.0,48.0,82.0,72.0,72.0,51.0,72.0,70.0,40.0,49.0,55.0,70.0,70.0,71.0,9.0,6.0,7.0,10.0,8.0
1051,159580,37422,71.0,71.0,right,high,medium,82.0,46.0,52.0,61.0,49.0,62.0,59.0,59.0,62.0,66.0,70.0,71.0,69.0,75.0,43.0,67.0,71.0,88.0,80.0,58.0,80.0,75.0,55.0,61.0,46.0,65.0,70.0,69.0,13.0,9.0,12.0,19.0,12.0
1076,187175,114503,67.0,67.0,right,medium,low,43.0,78.0,57.0,57.0,64.0,61.0,49.0,42.0,48.0,58.0,77.0,78.0,72.0,63.0,73.0,75.0,47.0,62.0,67.0,65.0,52.0,34.0,64.0,44.0,45.0,34.0,31.0,23.0,16.0,15.0,7.0,12.0,13.0
1077,187175,114503,67.0,67.0,right,medium,low,43.0,78.0,57.0,57.0,64.0,61.0,49.0,42.0,48.0,58.0,77.0,78.0,72.0,63.0,73.0,75.0,47.0,62.0,67.0,65.0,52.0,34.0,64.0,44.0,45.0,34.0,31.0,23.0,16.0,15.0,7.0,12.0,13.0
1144,159566,165706,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,70.0,68.0,64.0,76.0,63.0,68.0,71.0,65.0,10.0,8.0,6.0,11.0,10.0
1145,159566,165706,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,65.0,62.0,64.0,76.0,63.0,59.0,68.0,60.0,10.0,8.0,6.0,11.0,10.0
1186,198840,213695,71.0,71.0,left,high,medium,69.0,41.0,65.0,69.0,36.0,71.0,76.0,58.0,61.0,72.0,80.0,77.0,79.0,69.0,77.0,69.0,73.0,72.0,76.0,60.0,69.0,72.0,67.0,67.0,57.0,71.0,72.0,70.0,11.0,8.0,7.0,14.0,11.0
1241,112392,25571,76.0,76.0,right,high,low,64.0,68.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,66.0,67.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1242,112392,25571,75.0,75.0,right,high,low,64.0,67.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,67.0,64.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1243,112392,25571,75.0,75.0,right,high,low,64.0,67.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,67.0,64.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1244,112392,25571,75.0,75.0,right,high,low,64.0,67.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,67.0,64.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1245,112392,25571,75.0,75.0,right,high,low,64.0,67.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,67.0,64.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1246,112392,25571,75.0,75.0,right,high,low,64.0,67.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,67.0,64.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0
1270,229149,660145,61.0,71.0,left,medium,medium,57.0,50.0,40.0,54.0,59.0,67.0,65.0,40.0,48.0,63.0,77.0,82.0,74.0,55.0,77.0,34.0,70.0,55.0,48.0,44.0,44.0,23.0,55.0,55.0,39.0,24.0,23.0,22.0,7.0,6.0,13.0,6.0,15.0
1278,206161,293235,73.0,78.0,left,high,high,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,78.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,71.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0
1279,206161,293235,73.0,78.0,left,high,high,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,78.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,75.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0
1280,206161,293235,71.0,76.0,left,high,high,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,78.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,75.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0
1281,206161,293235,71.0,76.0,left,high,high,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,76.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,75.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0
1330,231638,495841,72.0,84.0,right,medium,medium,49.0,78.0,71.0,63.0,56.0,74.0,45.0,43.0,49.0,73.0,82.0,81.0,60.0,71.0,60.0,73.0,61.0,64.0,63.0,70.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1331,231638,495841,72.0,84.0,right,medium,medium,49.0,78.0,71.0,63.0,56.0,74.0,45.0,43.0,49.0,73.0,82.0,81.0,60.0,71.0,60.0,73.0,61.0,64.0,63.0,70.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1332,231638,495841,72.0,84.0,right,medium,medium,49.0,78.0,71.0,62.0,56.0,74.0,45.0,43.0,49.0,72.0,82.0,81.0,60.0,71.0,60.0,73.0,61.0,64.0,63.0,69.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1333,231638,495841,72.0,84.0,right,medium,medium,49.0,76.0,71.0,62.0,56.0,74.0,45.0,43.0,49.0,72.0,82.0,81.0,60.0,71.0,60.0,71.0,61.0,64.0,63.0,69.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1334,231638,495841,70.0,84.0,right,medium,medium,49.0,74.0,69.0,60.0,54.0,72.0,45.0,43.0,49.0,70.0,81.0,81.0,60.0,69.0,60.0,69.0,61.0,64.0,63.0,67.0,35.0,20.0,67.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1335,231638,495841,70.0,84.0,right,medium,medium,49.0,74.0,69.0,60.0,54.0,72.0,45.0,43.0,49.0,70.0,81.0,81.0,60.0,69.0,60.0,69.0,61.0,64.0,63.0,67.0,35.0,20.0,67.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1336,231638,495841,69.0,83.0,right,medium,medium,40.0,74.0,69.0,60.0,54.0,71.0,45.0,43.0,43.0,69.0,81.0,81.0,60.0,66.0,60.0,68.0,61.0,64.0,63.0,66.0,35.0,20.0,65.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1337,231638,495841,69.0,83.0,right,medium,medium,40.0,74.0,69.0,60.0,54.0,71.0,45.0,43.0,43.0,69.0,81.0,81.0,60.0,66.0,60.0,68.0,61.0,64.0,63.0,66.0,35.0,20.0,65.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1338,231638,495841,69.0,83.0,right,medium,medium,40.0,74.0,69.0,60.0,54.0,71.0,45.0,43.0,43.0,69.0,76.0,78.0,59.0,66.0,60.0,68.0,61.0,64.0,63.0,66.0,35.0,20.0,65.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1339,231638,495841,68.0,83.0,right,medium,medium,40.0,74.0,69.0,60.0,50.0,69.0,45.0,43.0,43.0,68.0,76.0,78.0,59.0,64.0,60.0,66.0,61.0,64.0,63.0,65.0,35.0,20.0,63.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1340,231638,495841,67.0,82.0,right,medium,medium,40.0,74.0,69.0,60.0,50.0,69.0,45.0,43.0,43.0,68.0,65.0,64.0,54.0,64.0,60.0,66.0,61.0,59.0,62.0,65.0,35.0,20.0,63.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0
1344,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,90.0,92.0,76.0,61.0,88.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1345,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,90.0,92.0,76.0,61.0,88.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1346,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,88.0,90.0,76.0,61.0,85.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1347,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,88.0,90.0,76.0,61.0,85.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1348,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,88.0,90.0,76.0,61.0,85.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1349,221841,519835,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,88.0,90.0,76.0,61.0,85.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0
1380,177129,27534,69.0,69.0,right,medium,medium,49.0,46.0,64.0,64.0,54.0,57.0,65.0,63.0,64.0,63.0,58.0,53.0,66.0,68.0,63.0,66.0,80.0,75.0,75.0,59.0,71.0,71.0,50.0,58.0,57.0,68.0,72.0,70.0,11.0,15.0,15.0,8.0,10.0
1381,177129,27534,69.0,69.0,right,medium,medium,49.0,46.0,64.0,64.0,54.0,57.0,65.0,63.0,64.0,63.0,61.0,54.0,66.0,68.0,63.0,66.0,80.0,75.0,75.0,59.0,71.0,71.0,50.0,58.0,57.0,68.0,72.0,70.0,11.0,15.0,15.0,8.0,10.0
1416,184585,157303,73.0,73.0,right,medium,medium,15.0,11.0,11.0,16.0,11.0,11.0,18.0,12.0,12.0,18.0,52.0,56.0,35.0,67.0,41.0,16.0,63.0,33.0,74.0,14.0,20.0,24.0,13.0,38.0,18.0,15.0,11.0,16.0,77.0,71.0,66.0,71.0,78.0
1434,224438,557396,62.0,75.0,right,high,medium,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,60.0,52.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,65.0,58.0,65.0,21.0,23.0,21.0,7.0,13.0,10.0,6.0,14.0
1435,224438,557396,62.0,75.0,right,high,medium,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,63.0,52.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,65.0,58.0,65.0,21.0,40.0,31.0,7.0,13.0,10.0,6.0,14.0
1436,224438,557396,61.0,74.0,right,high,medium,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,63.0,47.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,62.0,58.0,65.0,21.0,40.0,31.0,7.0,13.0,10.0,6.0,14.0
1443,206567,365666,59.0,69.0,right,high,medium,39.0,63.0,57.0,58.0,56.0,62.0,40.0,37.0,42.0,60.0,81.0,90.0,76.0,61.0,81.0,56.0,81.0,53.0,51.0,54.0,31.0,16.0,60.0,46.0,66.0,20.0,19.0,14.0,15.0,12.0,15.0,8.0,8.0
1465,53363,180197,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
1466,53363,180197,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
1467,53363,180197,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
1468,53363,180197,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
1469,53363,180197,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0
1521,212988,429870,62.0,69.0,right,medium,high,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,69.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,65.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0
1522,212988,429870,62.0,69.0,right,medium,high,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,69.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,65.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0
1523,212988,429870,62.0,69.0,right,medium,high,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,61.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,61.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0
1579,211362,361712,60.0,68.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0
1580,211362,361712,60.0,68.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0
1581,211362,361712,60.0,70.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0
1582,211362,361712,59.0,69.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,65.0,68.0,58.0,48.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,48.0,53.0,51.0,61.0,62.0,64.0,59.0,8.0,6.0,15.0,14.0,13.0
1616,209453,173993,68.0,68.0,right,high,medium,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,59.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,62.0,83.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0
1617,209453,173993,68.0,68.0,right,high,medium,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,59.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,62.0,79.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0
1618,209453,173993,68.0,68.0,right,high,medium,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,58.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,59.0,79.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0
1646,209439,277313,69.0,73.0,right,high,medium,71.0,68.0,58.0,66.0,65.0,70.0,59.0,65.0,59.0,64.0,81.0,78.0,68.0,58.0,80.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1647,209439,277313,69.0,73.0,right,high,medium,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.0,59.0,64.0,81.0,78.0,68.0,58.0,80.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1648,209439,277313,69.0,74.0,right,high,medium,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.0,59.0,64.0,81.0,78.0,68.0,58.0,55.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1649,209439,277313,69.0,74.0,right,high,low,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.0,59.0,64.0,81.0,78.0,68.0,58.0,55.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1650,209439,277313,69.0,74.0,right,high,low,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.0,59.0,64.0,81.0,78.0,68.0,58.0,55.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1686,205485,281079,66.0,76.0,right,medium,medium,61.0,35.0,62.0,61.0,34.0,65.0,43.0,39.0,57.0,63.0,79.0,76.0,65.0,66.0,81.0,37.0,62.0,72.0,52.0,29.0,58.0,65.0,51.0,48.0,47.0,63.0,69.0,62.0,12.0,11.0,6.0,15.0,8.0
1687,205485,281079,66.0,77.0,right,medium,medium,61.0,35.0,62.0,61.0,34.0,65.0,43.0,39.0,57.0,63.0,79.0,76.0,65.0,66.0,81.0,37.0,62.0,72.0,52.0,29.0,58.0,65.0,51.0,48.0,47.0,63.0,69.0,62.0,12.0,11.0,6.0,15.0,8.0
1701,181205,89240,69.0,69.0,left,medium,medium,71.0,54.0,66.0,69.0,58.0,68.0,73.0,76.0,66.0,68.0,69.0,75.0,65.0,73.0,63.0,73.0,66.0,77.0,72.0,60.0,68.0,61.0,70.0,64.0,61.0,67.0,70.0,69.0,9.0,13.0,13.0,8.0,10.0
1702,181205,89240,69.0,69.0,left,medium,medium,71.0,54.0,66.0,69.0,58.0,68.0,73.0,76.0,66.0,68.0,69.0,75.0,65.0,73.0,63.0,73.0,66.0,77.0,72.0,60.0,68.0,61.0,70.0,64.0,61.0,67.0,70.0,69.0,9.0,13.0,13.0,8.0,10.0
1754,212388,414208,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
1755,212388,414208,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
1756,212388,414208,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
1757,212388,414208,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
1770,174665,43317,67.0,67.0,right,low,medium,35.0,31.0,64.0,47.0,42.0,47.0,37.0,24.0,40.0,49.0,55.0,71.0,68.0,64.0,59.0,67.0,53.0,80.0,80.0,28.0,81.0,73.0,30.0,46.0,44.0,60.0,76.0,60.0,12.0,10.0,11.0,11.0,11.0
1793,180819,37234,80.0,80.0,right,high,medium,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0
1794,180819,37234,80.0,81.0,right,high,medium,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0
1795,180819,37234,80.0,80.0,right,high,medium,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0
1832,163828,24952,70.0,70.0,right,high,low,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0
1833,163828,24952,70.0,70.0,right,high,low,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0
1834,163828,24952,70.0,70.0,right,high,low,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0
1835,163828,24952,70.0,70.0,right,high,low,56.0,76.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,76.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,76.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0
